"Story","Title","Result","Date","Stability","Duration (s)"
"Sample story","To verify E2E flow for purchasing a product on Myntra by Searching","SUCCESS","2020-02-03T22:26:59.666676+05:30[Asia/Kolkata]","0.0","41.3"
